Precinct Name,PRCT,TOTVOTING,USPRSR,USPRSDFL,USPRSGP,Year,VTDID (not),VTDID
SAWYER UNORG,130,177,51,120,0,2008,270090130,
SCANLON,135,565,194,362,0,2008,270090135,
SILVER BROOK TWP,140,395,163,222,0,2008,270090140,
SILVER TWP,145,268,109,153,0,2008,270090145,
SKELTON TWP,150,242,79,157,1,2008,270090150,
SPLIT ROCK TWP,155,70,24,42,0,2008,270090155,
THOMSON,160,91,25,65,0,2008,270090160,
THOMSON TWP,165,2922,1214,1648,0,2008,270090165,
TWIN LAKES TWP,170,1278,482,775,2,2008,270090170,
WRENSHALL,175,215,54,152,0,2008,270090175,
WRENSHALL TWP,180,218,80,131,2,2008,270090180,
WRIGHT,185,53,10,41,0,2008,270090185,
BENTON TWP,5,496,338,144,0,2008,270100005,
CAMDEN TWP,10,530,369,137,2,2008,270100010,
CARVER,15,1780,988,760,3,2008,270100015,
CHANHASSEN P-1,20,1823,985,805,0,2008,270100020,
CHANHASSEN P-2,25,1721,867,821,0,2008,270100025,
CHANHASSEN P-3,30,1517,869,638,0,2008,270100030,
CHANHASSEN P-4,35,2198,1074,1073,1,2008,270100035,
CHANHASSEN P-5,36,1633,889,727,1,2008,270100036,
CHANHASSEN P-6,37,2016,1117,864,1,2008,270100037,
CHANHASSEN P-7,38,2773,1600,1142,3,2008,270100038,
CHASKA W-1 P-1,40,2686,1341,1287,2,2008,270100040,
CHASKA W-1 P-2,43,109,79,27,0,2008,270100043,
CHASKA W-2 P-1,45,1623,723,864,1,2008,270100045,
CHASKA W-2 P-2,47,2667,1479,1144,3,2008,270100047,
CHASKA W-3,50,2200,1062,1083,7,2008,270100050,
CHASKA W-4,55,2668,1438,1193,1,2008,270100055,
COLOGNE,65,774,428,322,2,2008,270100065,
DAHLGREN TWP,70,817,508,287,1,2008,270100070,
HAMBURG,75,280,190,81,0,2008,270100075,
HANCOCK TWP,80,216,147,61,0,2008,270100080,
HOLLYWOOD TWP,85,649,436,188,3,2008,270100085,
LAKETOWN TWP,90,1350,922,407,2,2008,270100090,
MAYER,95,920,555,353,1,2008,270100095,
NEW GERMANY,100,174,110,55,2,2008,270100100,
NORWOOD YOUNG AMERICA,105,1797,1077,663,4,2008,270100105,
SAN FRANCISCO TWP,110,527,301,219,1,2008,270100110,
VICTORIA P-1,115,988,617,354,4,2008,270100115,
VICTORIA P-2,117,3111,1893,1173,2,2008,270100117,
WACONIA W-1,120,2868,1670,1146,3,2008,270100120,
WACONIA W-2,125,2709,1507,1146,4,2008,270100125,
WACONIA TWP,130,747,475,256,4,2008,270100130,
WATERTOWN,135,2181,1290,820,3,2008,270100135,
WATERTOWN TWP,140,800,485,293,0,2008,270100140,
YOUNG AMERICA TWP,150,458,327,121,1,2008,270100150,
ANSEL TWP,5,49,35,12,0,2008,270110005,
BACKUS,10,119,62,52,0,2008,270110010,
BARCLAY TWP,15,261,163,91,2,2008,270110015,
BECKER TWP,20,241,134,92,2,2008,270110020,
BENA,25,31,3,24,0,2008,270110025,
BEULAH TWP,30,38,22,15,0,2008,270110030,
BIRCH LAKE TWP,35,406,217,177,1,2008,270110035,
BLIND LAKE TWP,40,38,19,16,1,2008,270110040,
BOY LAKE TWP,45,143,60,80,0,2008,270110045,
BOY RIVER CITY,50,8,3,3,0,2008,270110050,
BOY RIVER TWP,55,47,27,19,0,2008,270110055,
BULL MOOSE TWP,60,54,32,20,0,2008,270110060,
BUNGO TWP,65,86,49,37,0,2008,270110065,
BYRON TWP,70,69,32,34,0,2008,270110070,
CASS LAKE,75,296,69,215,5,2008,270110075,
CHICKAMAW BEACH,80,78,33,42,0,2008,270110080,
CROOKED LAKE TWP,85,404,200,191,0,2008,270110085,
DEERFIELD TWP,90,82,46,35,0,2008,270110090,
EAST GULL LAKE,95,685,416,256,1,2008,270110095,
FAIRVIEW TWP,100,487,319,163,1,2008,270110100,
FEDERAL DAM,105,52,34,18,0,2008,270110105,
GOULD TWP,110,97,31,65,0,2008,270110110,
HACKENSACK,115,207,86,111,0,2008,270110115,
HARDWOOD SOUTH,118,23,16,7,0,2008,270110118,
HIRAM TWP,120,270,144,121,0,2008,270110120,
HOME BROOK TWP,125,142,83,54,0,2008,270110125,
INGUADONA,130,128,67,56,0,2008,270110130,
KEGO TWP,135,346,175,163,1,2008,270110135,
LAKE SHORE,140,764,489,264,2,2008,270110140,
LEECH LAKE TWP,145,269,160,106,0,2008,270110145,
LIMA TWP,150,47,25,22,0,2008,270110150,
LONGVILLE,155,110,69,38,0,2008,270110155,
LOON LAKE TWP,160,306,148,144,0,2008,270110160,
MCKINLEY TWP,165,61,35,26,0,2008,270110165,
MAPLE TWP,170,210,128,75,0,2008,270110170,
MAY TWP,175,462,293,154,0,2008,270110175,
MEADOWBROOK TWP,180,90,56,32,0,2008,270110180,
OTTERTAIL PENINSULA TWP,184,40,22,17,0,2008,270110184,
MOOSE LAKE TWP,185,66,36,25,1,2008,270110185,
MOTLEY,187,4,3,1,0,2008,270110187,
PIKE BAY TWP,190,616,160,446,1,2008,270110190,
PILLAGER,195,222,123,95,0,2008,270110195,
PINE LAKE TWP,200,132,54,71,0,2008,270110200,
PINE RIVER,205,387,217,158,1,2008,270110205,
PINE RIVER TWP,210,610,364,223,2,2008,270110210,
PONTO LAKE TWP,215,376,205,156,1,2008,270110215,
POPLAR TWP,220,40,22,17,0,2008,270110220,
POWERS TWP,225,477,243,223,4,2008,270110225,
REMER,230,160,49,96,0,2008,270110230,
REMER TWP,235,95,50,41,0,2008,270110235,
ROGERS POINT,237,2,0,2,0,2008,270110237,
ROGERS TWP,240,44,26,18,0,2008,270110240,
SALEM TWP,245,50,31,15,0,2008,270110245,
SHINGOBEE TWP P-1,250,959,548,397,0,2008,270110250,
SHINGOBEE TWP P-2,252,76,8,68,0,2008,270110252,
SLATER TWP,255,114,69,40,0,2008,270110255,
SMOKY HOLLOW TWP,260,44,27,17,0,2008,270110260,
SUCKER LAKES,262,8,2,6,0,2008,270110262,
SYLVAN TWP,265,1373,727,612,2,2008,270110265,
THUNDER LAKE TWP,270,200,126,68,0,2008,270110270,
TORREY TWP,275,88,52,32,0,2008,270110275,
TRELIPE TWP,280,124,73,48,1,2008,270110280,
TURTLE LAKE TWP,285,434,212,210,0,2008,270110285,
WABEDO TWP,290,309,165,140,0,2008,270110290,
WAHNENA,295,77,45,30,0,2008,270110295,
WALDEN TWP,300,215,127,74,2,2008,270110300,
WALKER,305,602,259,336,1,2008,270110305,
WILKINSON TWP,310,212,86,121,0,2008,270110310,
WILLOW RIVER,312,27,11,14,0,2008,270110312,
WILSON TWP,315,344,200,135,0,2008,270110315,
WINNIE PORTAGE LAKES,317,99,56,41,0,2008,270110317,
WOODROW TWP,320,556,282,253,1,2008,270110320,
BIG BEND TWP,5,154,31,115,1,2008,270120005,
CLARA CITY,10,702,368,319,0,2008,270120010,
CRATE TWP,15,99,44,54,0,2008,270120015,
GRACE TWP,20,59,26,31,0,2008,270120020,
GRANITE FALLS W-2,25,461,179,275,1,2008,270120025,
GRANITE FALLS TWP,30,131,65,60,0,2008,270120030,
HAVELOCK TWP,35,116,37,71,1,2008,270120035,
KRAGERO TWP,40,92,20,69,0,2008,270120040,
LEENTHROP TWP,45,147,72,71,0,2008,270120045,
LONE TREE TWP,50,107,76,31,0,2008,270120050,
LOURISTON TWP,55,78,44,32,0,2008,270120055,
MANDT TWP,60,87,21,64,0,2008,270120060,
MAYNARD,65,191,82,103,0,2008,270120065,
MILAN,70,159,50,103,0,2008,270120070,
MONTEVIDEO P-1,75,1213,495,665,6,2008,270120075,
MONTEVIDEO P-2,90,1336,606,690,2,2008,270120090,
RHEIDERLAND TWP,105,169,134,35,0,2008,270120105,
ROSEWOOD TWP,110,183,108,69,0,2008,270120110,
SPARTA TWP,115,439,198,223,2,2008,270120115,
STONEHAM TWP,120,134,79,54,0,2008,270120120,
TUNSBERG TWP,125,109,47,62,0,2008,270120125,
WATSON,130,106,39,53,0,2008,270120130,
WOODS TWP,135,121,86,31,0,2008,270120135,
AMADOR TWP,5,536,302,224,0,2008,270130005,
CENTER CITY,15,375,174,197,1,2008,270130015,
CHISAGO CITY P-A,20,1746,893,801,1,2008,270130020,
CHISAGO CITY P-B,21,1013,554,436,1,2008,270130021,
CHISAGO LAKE TWP (N),25,1417,764,612,1,2008,270130025,
CHISAGO LAKE TWP (S),30,1426,744,656,1,2008,270130030,
FISH LAKE TWP,35,1160,645,472,3,2008,270130035,
FRANCONIA TWP,40,1017,535,453,5,2008,270130040,
HARRIS P-A,45,593,291,276,2,2008,270130045,
HARRIS P-B,47,99,51,39,1,2008,270130047,
LENT TWP,50,1792,1081,664,3,2008,270130050,
LINDSTROM,55,2587,1338,1191,1,2008,270130055,
NESSEL TWP,60,1207,719,453,4,2008,270130060,
NORTH BRANCH P-N,65,2012,1054,883,4,2008,270130065,
NORTH BRANCH P-S,66,3061,1635,1324,10,2008,270130066,
RUSH CITY,70,944,433,481,4,2008,270130070,
RUSHSEBA TWP,75,457,260,178,1,2008,270130075,
SHAFER,80,490,249,224,2,2008,270130080,
SHAFER TWP,85,647,332,296,3,2008,270130085,
STACY,90,687,361,302,0,2008,270130090,
SUNRISE TWP,95,1129,582,507,1,2008,270130095,
TAYLORS FALLS,100,615,284,316,2,2008,270130100,
WYOMING P-A,105,2157,1190,921,5,2008,270130105,
WYOMING P-B,106,2244,1318,877,6,2008,270130106,
ALLIANCE TWP,5,139,65,68,1,2008,270140005,
BARNESVILLE CITY W-1,10,429,186,233,2,2008,270140010,
BARNESVILLE CITY W-2,15,331,130,191,1,2008,270140015,
BARNESVILLE CITY W-3,20,489,226,252,0,2008,270140020,
BARNESVILLE TWP,25,101,56,43,0,2008,270140025,
COMSTOCK,30,64,28,36,0,2008,270140030,
CROMWELL TWP,35,203,87,111,0,2008,270140035,
DILWORTH,40,1760,681,1048,1,2008,270140040,
EGLON TWP,45,288,147,135,0,2008,270140045,
ELKTON TWP,50,174,62,110,0,2008,270140050,
ELMWOOD TWP,55,239,116,117,1,2008,270140055,
FELTON,60,101,48,50,0,2008,270140060,
FELTON TWP,65,46,23,19,0,2008,270140065,
FLOWING TWP,70,50,16,34,0,2008,270140070,
GEORGETOWN,75,55,29,23,0,2008,270140075,
GEORGETOWN TWP,80,97,45,52,0,2008,270140080,
GLYNDON,85,628,251,346,1,2008,270140085,
GLYNDON TWP,90,170,77,88,0,2008,270140090,
GOOSE PRAIRIE TWP,95,104,59,44,0,2008,270140095,
HAGEN TWP,100,88,39,39,1,2008,270140100,
HAWLEY,105,993,406,548,2,2008,270140105,
HAWLEY TWP,110,251,97,150,0,2008,270140110,
HIGHLAND GROVE TWP,115,178,73,102,0,2008,270140115,
HITTERDAL,120,136,42,90,0,2008,270140120,
HOLY CROSS TWP,125,84,40,41,0,2008,270140125,
HUMBOLDT TWP,130,134,62,68,0,2008,270140130,
KEENE TWP,135,72,26,45,0,2008,270140135,
KRAGNES TWP,140,180,107,68,0,2008,270140140,
KURTZ TWP,145,184,84,97,0,2008,270140145,
MOLAND TWP,150,180,95,84,0,2008,270140150,
MOORHEAD CITY W-1 P-1,155,1442,582,825,2,2008,270140155,
MOORHEAD CITY W-1 P-2,160,1333,513,775,3,2008,270140160,
MOORHEAD CITY W-1 P-3,165,985,375,595,3,2008,270140165,
MOORHEAD CITY W-2 P-1,170,1226,341,846,5,2008,270140170,
MOORHEAD CITY W-2 P-2,175,1662,573,1046,1,2008,270140175,
MOORHEAD CITY W-2 P-3,180,1617,656,924,4,2008,270140180,
MOORHEAD CITY W-3 P-1,185,1404,487,872,1,2008,270140185,
MOORHEAD CITY W-3 P-2,190,1270,469,774,1,2008,270140190,
MOORHEAD CITY W-3 P-3,195,2244,1130,1086,1,2008,270140195,
MOORHEAD CITY W-4 P-1,200,1709,719,963,1,2008,270140200,
MOORHEAD CITY W-4 P-2,205,1873,667,1177,1,2008,270140205,
MOORHEAD CITY W-4 P-3,210,1614,692,907,0,2008,270140210,
MOORHEAD CITY W-4 P-4,212,96,45,50,1,2008,270140212,
MOORHEAD TWP,215,120,58,53,0,2008,270140215,
MORKEN TWP,220,108,47,60,0,2008,270140220,
OAKPORT TWP,225,1074,523,526,3,2008,270140225,
PARKE TWP,230,302,134,161,1,2008,270140230,
RIVERTON TWP,235,268,127,126,0,2008,270140235,
SABIN,240,259,133,120,2,2008,270140240,
SKREE TWP,245,93,36,50,0,2008,270140245,
SPRING PRAIRIE TWP,250,118,51,61,1,2008,270140250,
TANSEM TWP,255,151,78,71,0,2008,270140255,
ULEN,260,268,81,179,0,2008,270140260,
ULEN TWP,265,90,40,47,0,2008,270140265,
VIDING TWP,270,60,18,40,0,2008,270140270,
BAGLEY CITY,5,569,239,317,0,2008,270150005,
BEAR CREEK TWP,10,62,32,26,0,2008,270150010,
CLEARBROOK CITY,15,262,132,122,0,2008,270150015,
CLOVER TWP,20,60,43,15,0,2008,270150020,
COPLEY TWP,25,459,263,178,1,2008,270150025,
DUDLEY TWP,30,165,95,65,0,2008,270150030,
EDDY TWP,35,215,88,75,0,2008,270150035,
FALK TWP,40,120,62,58,0,2008,270150040,
GONVICK CITY,45,160,67,90,0,2008,270150045,
GREENWOOD TWP,50,56,38,18,0,2008,270150050,
HANGAARD TWP,55,2,2,0,0,2008,270150055,
RED LAKE RESERVATION,56,5,1,3,0,2008,270150056,
HOLST TWP,60,175,106,65,0,2008,270150060,
ITASCA TWP,65,87,51,30,0,2008,270150065,
LA PRAIRIE TWP,70,172,38,132,0,2008,270150070,
LEON TWP,75,193,123,67,0,2008,270150075,
LEONARD CITY,80,14,7,7,0,2008,270150080,
MINERVA TWP,85,147,94,51,0,2008,270150085,
MOOSE CREEK TWP,90,138,77,55,2,2008,270150090,
NORA TWP,95,244,163,77,0,2008,270150095,
PINE LAKE TWP,100,205,113,90,0,2008,270150100,
POPPLE TWP,105,249,136,102,0,2008,270150105,
RICE TWP,110,70,47,19,0,2008,270150110,
SHEVLIN CITY,115,68,28,38,0,2008,270150115,
SHEVLIN TWP,120,226,141,76,0,2008,270150120,
SINCLAIR TWP,125,111,62,46,0,2008,270150125,
WINSOR TWP,130,63,22,40,0,2008,270150130,
S. CLEARWATER 143-36,135,3,3,0,0,2008,270150135,
LONG LOST LAKE TWP,140,33,18,15,0,2008,270150140,
COLVILL PREC 3,5,198,73,122,2,2008,270160005,
GRAND MARAIS EAST PREC 5,10,448,162,272,1,2008,270160010,
GRAND MARAIS WEST PREC 6,15,378,134,235,0,2008,270160015,
GRAND PORTAGE PREC 1,20,188,39,142,1,2008,270160020,
HOVLAND PREC 2,25,230,93,125,0,2008,270160025,
CASCADE PREC 7,30,340,123,210,0,2008,270160030,
LUTSEN PREC 10,35,306,109,188,1,2008,270160035,
MAPLE HILL PREC 8,40,748,315,407,1,2008,270160040,
SCHROEDER TWP PREC 12,45,114,50,59,0,2008,270160045,
TOFTE TWP PREC 11,50,143,47,95,0,2008,270160050,
CROFTVILLE PREC 4,55,149,46,95,0,2008,270160055,
PIKE LAKE PREC 9,60,120,49,69,0,2008,270160060,
AMBOY TWP,5,89,59,23,0,2008,270170005,
AMO TWP,10,81,40,40,0,2008,270170010,
ANN TWP,15,111,53,57,0,2008,270170015,
BINGHAM LAKE,20,72,30,41,0,2008,270170020,
CARSON TWP,25,181,116,62,0,2008,270170025,
COMFREY,30,8,4,4,0,2008,270170030,
DALE TWP,35,88,48,37,0,2008,270170035,
DELTON TWP,40,60,33,23,0,2008,270170040,
GERMANTOWN TWP,45,103,81,20,0,2008,270170045,
GREAT BEND TWP,50,205,93,109,0,2008,270170050,
HIGHWATER TWP,55,91,44,44,0,2008,270170055,
JEFFERS,60,170,75,87,2,2008,270170060,
LAKESIDE TWP,65,184,94,86,0,2008,270170065,
MIDWAY TWP,70,163,102,56,0,2008,270170070,
MOUNTAIN LAKE P-1,75,969,593,348,4,2008,270170075,
MOUNTAIN LAKE TWP,85,136,93,43,0,2008,270170085,
ROSEHILL TWP,90,86,43,40,0,2008,270170090,
SELMA TWP,95,98,66,27,1,2008,270170095,
SOUTHBROOK TWP,100,44,23,20,0,2008,270170100,
SPRINGFIELD TWP,105,73,38,33,0,2008,270170105,
STORDEN,110,134,57,70,0,2008,270170110,
STORDEN TWP,115,99,57,41,0,2008,270170115,
WESTBROOK,120,411,182,215,0,2008,270170120,
WESTBROOK TWP,125,129,65,60,0,2008,270170125,
WINDOM W-1 P-1,130,580,286,278,0,2008,270170130,
WINDOM W-1 P-2,135,713,336,370,1,2008,270170135,
WINDOM W-2 P-1,140,497,231,250,2,2008,270170140,
WINDOM W-2 P-2,145,509,215,275,2,2008,270170145,
BAXTER P1E,5,1501,797,679,0,2008,270180005,
BAXTER P1W,6,1019,537,463,2,2008,270180006,
BAXTER P2E,7,1014,518,475,3,2008,270180007,
BAXTER P2W,8,841,425,400,4,2008,270180008,
BAY LAKE TWP,10,681,351,314,1,2008,270180010,
BRAINERD W-1 P-1,15,418,162,246,0,2008,270180015,
BRAINERD W-1 P-2,16,1152,598,526,4,2008,270180016,
BRAINERD W-2 P-1,20,866,399,447,0,2008,270180020,
BRAINERD W-2 P-2,25,665,284,363,3,2008,270180025,
BRAINERD W-3 P-1,35,681,277,380,3,2008,270180035,
BRAINERD W-3 P-2,40,871,398,448,2,2008,270180040,
BRAINERD W-4 P-1,45,822,337,454,4,2008,270180045,
BRAINERD W-4 P-2,50,638,282,335,3,2008,270180050,
BREEZY POINT CITY,55,1340,774,541,2,2008,270180055,
CENTER TWP,60,574,326,230,2,2008,270180060,
CROSBY PREC 1,65,680,280,366,2,2008,270180065,
CROSBY PREC 2,70,463,192,255,0,2008,270180070,
CROSSLAKE PRECINCT 1,75,907,563,330,0,2008,270180075,
CROSSLAKE PRECINCT 2,76,662,387,269,0,2008,270180076,
CROW WING TWP,80,1000,562,406,2,2008,270180080,
CUYUNA CITY,85,132,59,71,0,2008,270180085,
DAGGETT BROOK TWP,90,273,158,109,2,2008,270180090,
WHITE PRECINCT,95,905,524,361,2,2008,270180095,
DEAN LAKE PREC,100,52,29,18,0,2008,270180100,
DEERWOOD CITY,105,286,145,131,1,2008,270180105,
DEERWOOD TWP,110,905,480,406,2,2008,270180110,
EMILY CITY,115,562,320,226,3,2008,270180115,
FAIRFIELD TWP,120,213,111,99,0,2008,270180120,
FIFTY LAKES CITY,125,299,195,101,0,2008,270180125,
FORT RIPLEY CITY,130,30,18,10,0,2008,270180130,
FORT RIPLEY TWP,135,513,292,206,2,2008,270180135,
GAIL LAKE TWP,140,50,42,7,0,2008,270180140,
GARRISON CITY,145,107,47,57,0,2008,270180145,
GARRISON TWP,150,531,266,258,1,2008,270180150,
IDEAL TWP,155,775,501,260,1,2008,270180155,
IRONDALE TWP.,160,697,381,287,0,2008,270180160,
RIVERTON CITY,165,51,20,28,0,2008,270180165,
IRONTON CITY,170,318,130,177,1,2008,270180170,
JENKINS CITY,175,182,117,58,0,2008,270180175,
JENKINS TWP,180,279,175,97,0,2008,270180180,
BLUE PRECINCT,185,1283,727,533,1,2008,270180185,
LAKE EDWARD TWP,190,1325,700,582,2,2008,270180190,
LITTLE PINE TWP,195,44,20,21,0,2008,270180195,
LONG LAKE TWP,200,634,339,277,4,2008,270180200,
MANHATTAN BEACH CITY,205,52,31,20,0,2008,270180205,
MAPLE GROVE TWP,210,419,218,192,0,2008,270180210,
MISSION TWP,215,554,306,243,0,2008,270180215,
NISSWA CITY,220,1301,767,521,0,2008,270180220,
NOKAY LAKE TWP,225,476,246,218,1,2008,270180225,
OAK LAWN TWP,230,961,466,456,3,2008,270180230,
PELICAN TWP,235,337,207,124,1,2008,270180235,
PEQUOT LAKES CITY,240,1127,558,537,2,2008,270180240,
PERRY LAKE TWP,245,175,92,78,0,2008,270180245,
PLATTE LAKE TWP,250,129,76,52,0,2008,270180250,
RABBIT LAKE TWP,255,215,110,102,0,2008,270180255,
ROOSEVELT TWP,260,379,194,175,0,2008,270180260,
ROSS LAKE TWP,265,126,53,71,0,2008,270180265,
ST MATHIAS TWP,275,348,218,121,0,2008,270180275,
TIMOTHY TWP,280,94,55,35,0,2008,270180280,
TROMMALD CITY,285,41,13,23,0,2008,270180285,
WOLFORD TWP,290,244,112,123,2,2008,270180290,
RED PRECINCT,295,1080,600,461,1,2008,270180295,
APPLE VALLEY P-01,1010,1667,817,819,2,2008,270191010,
APPLE VALLEY P-02,1020,1806,819,948,2,2008,270191020,
APPLE VALLEY P-03,1030,1592,736,815,3,2008,270191030,
APPLE VALLEY P-04,1040,1863,807,1019,2,2008,270191040,
APPLE VALLEY P-05,1050,2680,1415,1224,1,2008,270191050,
APPLE VALLEY P-06,1060,1254,517,703,2,2008,270191060,
APPLE VALLEY P-07,1070,2133,912,1181,3,2008,270191070,
APPLE VALLEY P-08,1080,1966,919,1019,1,2008,270191080,
APPLE VALLEY P-09,1090,1959,918,1006,1,2008,270191090,
APPLE VALLEY P-10,1100,1569,704,834,2,2008,270191100,
APPLE VALLEY P-11,1110,1501,753,720,1,2008,270191110,
APPLE VALLEY P-12,1120,1990,949,1006,1,2008,270191120,
APPLE VALLEY P-13,1130,2425,1157,1225,1,2008,270191130,
APPLE VALLEY P-14,1140,1386,537,823,2,2008,270191140,
APPLE VALLEY P-15,1150,1713,864,830,0,2008,270191150,
APPLE VALLEY P-16,1160,1752,736,987,1,2008,270191160,
BURNSVILLE P-01,1210,2621,1198,1377,5,2008,270191210,
BURNSVILLE P-02,1220,1668,751,889,3,2008,270191220,
BURNSVILLE P-03,1230,1678,759,873,5,2008,270191230,
BURNSVILLE P-04,1240,1779,752,986,1,2008,270191240,
BURNSVILLE P-05,1250,1571,545,993,1,2008,270191250,
BURNSVILLE P-06,1260,1926,813,1083,4,2008,270191260,
BURNSVILLE P-07,1270,1817,879,905,3,2008,270191270,
BURNSVILLE P-08,1280,2944,1405,1473,3,2008,270191280,
BURNSVILLE P-09,1290,1984,913,1051,1,2008,270191290,
BURNSVILLE P-10,1300,2242,1036,1165,1,2008,270191300,
BURNSVILLE P-11,1310,2016,943,1034,2,2008,270191310,
BURNSVILLE P-12,1320,1160,526,614,0,2008,270191320,
BURNSVILLE P-13,1330,2043,970,1033,3,2008,270191330,
BURNSVILLE P-14,1340,2132,969,1118,1,2008,270191340,
BURNSVILLE P-15,1350,2020,947,1036,3,2008,270191350,
BURNSVILLE P-16,1360,1609,713,868,1,2008,270191360,
BURNSVILLE P-17,1370,1901,812,1054,5,2008,270191370,
CASTLE ROCK TWP,1410,835,472,337,2,2008,270191410,
COATES,1510,90,40,48,0,2008,270191510,
DOUGLAS TWP,1610,457,261,182,0,2008,270191610,
EAGAN P-01,1710,725,326,386,0,2008,270191710,
EAGAN P-02,1720,1825,665,1117,4,2008,270191720,
EAGAN P-03,1730,1766,763,948,4,2008,270191730,
EAGAN P-04,1740,1382,526,827,2,2008,270191740,
EAGAN P-05,1750,1821,692,1088,3,2008,270191750,
EAGAN P-06,1760,2751,1112,1590,6,2008,270191760,
EAGAN P-07,1770,2669,1217,1403,3,2008,270191770,
EAGAN P-08,1780,1623,630,961,2,2008,270191780,
EAGAN P-09,1790,2594,1107,1424,0,2008,270191790,
EAGAN P-10,1800,1072,489,568,2,2008,270191800,
EAGAN P-11,1810,2920,1407,1471,2,2008,270191810,
EAGAN P-12,1820,1794,772,996,2,2008,270191820,
EAGAN P-13,1830,1087,444,605,5,2008,270191830,
EAGAN P-14,1840,2100,895,1159,4,2008,270191840,
EAGAN P-15,1850,1592,655,902,1,2008,270191850,
EAGAN P-16,1860,1711,762,913,3,2008,270191860,
EAGAN P-17,1870,1688,841,822,1,2008,270191870,
EAGAN P-18,1880,1342,582,736,5,2008,270191880,
EAGAN P-19,1890,1665,823,817,1,2008,270191890,
EAGAN P-20,1900,2127,1027,1068,1,2008,270191900,
EAGAN P-21,1910,1597,726,837,2,2008,270191910,
EMPIRE TWP,2010,1327,797,498,2,2008,270192010,
EUREKA TWP,2110,927,556,346,2,2008,270192110,
FARMINGTON P-1,2210,1016,493,486,3,2008,270192210,
FARMINGTON P-2,2220,2093,1021,1021,0,2008,270192220,
FARMINGTON P-3,2230,1788,989,765,0,2008,270192230,
FARMINGTON P-4,2240,1950,1069,851,0,2008,270192240,
FARMINGTON P-5,2250,1817,937,837,2,2008,270192250,
FARMINGTON P-6,2260,1645,889,732,1,2008,270192260,
GREENVALE TWP,2310,469,253,205,0,2008,270192310,
HAMPTON CITY,2410,342,184,147,0,2008,270192410,
HAMPTON TWP,2510,553,322,219,1,2008,270192510,
HASTINGS W-1 P-2,2610,1108,422,645,6,2008,270192610,
HASTINGS W-1 P-3,2620,1897,896,959,7,2008,270192620,
HASTINGS W-2 P-1,2630,1205,538,625,4,2008,270192630,
HASTINGS W-2 P-2,2635,1426,625,754,1,2008,270192635,
HASTINGS W-3 P-1,2640,1379,567,772,4,2008,270192640,
HASTINGS W-3 P-2,2645,1685,722,914,2,2008,270192645,
HASTINGS W-4 P-1,2650,1881,942,899,2,2008,270192650,
HASTINGS W-4 P-2,2660,1648,823,784,1,2008,270192660,
INVER GROVE HTS P-01,2710,1095,579,490,1,2008,270192710,
INVER GROVE HTS P-02,2720,2371,1281,1036,1,2008,270192720,
INVER GROVE HTS P-03,2730,1887,942,899,4,2008,270192730,
INVER GROVE HTS P-04,2740,2575,1077,1453,2,2008,270192740,
INVER GROVE HTS P-05,2750,1989,823,1125,5,2008,270192750,
INVER GROVE HTS P-06,2760,1963,787,1113,4,2008,270192760,
INVER GROVE HTS P-07,2770,1781,723,983,9,2008,270192770,
INVER GROVE HTS P-08,2780,2454,961,1413,3,2008,270192780,
INVER GROVE HTS P-09,2790,1373,481,860,3,2008,270192790,
INVER GROVE HTS P-10,2800,1840,702,1096,2,2008,270192800,
LAKEVILLE P-01,2910,1699,842,815,5,2008,270192910,
LAKEVILLE P-02,2920,2038,1141,872,0,2008,270192920,
LAKEVILLE P-03,2930,1934,1071,834,1,2008,270192930,
LAKEVILLE P-04,2940,2707,1504,1169,2,2008,270192940,
LAKEVILLE P-05,2950,2143,1188,932,1,2008,270192950,
LAKEVILLE P-06,2960,2126,1022,1050,4,2008,270192960,
LAKEVILLE P-07,2970,886,422,432,1,2008,270192970,
LAKEVILLE P-08,2980,2972,1492,1418,1,2008,270192980,
LAKEVILLE P-09,2990,1999,1075,884,3,2008,270192990,
LAKEVILLE P-10,3000,2549,1457,1073,0,2008,270193000,
LAKEVILLE P-11,3010,1506,863,621,1,2008,270193010,
LAKEVILLE P-12,3020,3052,1707,1291,2,2008,270193020,
LAKEVILLE P-13,3030,1635,877,729,1,2008,270193030,
LAKEVILLE P-14,3040,3069,1784,1250,4,2008,270193040,
LILYDALE,3110,593,259,326,1,2008,270193110,
MARSHAN TWP,3210,714,395,302,0,2008,270193210,
MENDOTA CITY,3310,116,40,66,2,2008,270193310,
MENDOTA HTS P-1,3410,2016,865,1122,1,2008,270193410,
MENDOTA HTS P-2,3420,1581,705,849,2,2008,270193420,
MENDOTA HTS P-3,3430,1210,509,675,2,2008,270193430,
MENDOTA HTS P-4,3440,1555,660,859,6,2008,270193440,
MENDOTA HTS P-5,3450,1678,728,917,3,2008,270193450,
MIESVILLE,3510,82,44,35,1,2008,270193510,
NEW TRIER,3610,60,39,18,0,2008,270193610,
NININGER TWP,3710,536,301,217,1,2008,270193710,
NORTHFIELD W-3 P-3,3810,734,239,488,0,2008,270193810,
RANDOLPH CITY,3910,228,127,93,0,2008,270193910,
RANDOLPH TWP,4010,377,211,156,0,2008,270194010,
RAVENNA TWP,4110,1457,744,677,3,2008,270194110,
ROSEMOUNT P-1,4210,2584,1315,1221,3,2008,270194210,
ROSEMOUNT P-2,4220,2845,1402,1397,5,2008,270194220,
